method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,stage1_epochs,stage2_epochs,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
NDP,5,0.2,20.0%,741,2965,60.38%,39.62%,0.001,0.1,0.0,20,20,13.28 +/- 0.16,3.27 +/- 0.10,1.52 +/- 0.05,11.86 +/- 0.21,3.35 +/- 0.05,13.13 +/- 0.27,3.87 +/- 0.03,9.93 +/- 0.34,2.56 +/- 0.13,99.99 +/- 0.02,99.99 +/- 0.03,5.2252 +/- 0.0266,60.23 +/- 0.56,97.11 +/- 0.06
