method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
TwoTower,5,0.001,0.1%,137,137272,2.96%,97.04%,0.001,0.1,0.0,0.36 ± 0.06,0.04 ± 0.01,0.02 ± 0.01,0.21 ± 0.05,0.06 ± 0.01,0.57 ± 0.42,0.18 ± 0.15,0.20 ± 0.04,0.05 ± 0.01,71.30 ± 9.83,71.28 ± 9.84,1.1068 ± 0.0420,99.52 ± 0.12,99.83 ± 0.06
