method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
TwoTower,5,0.2,20.0%,741,2965,60.38%,39.62%,0.001,0.1,0.0,13.49 ± 0.12,3.31 ± 0.10,1.57 ± 0.09,12.04 ± 0.18,3.42 ± 0.07,13.10 ± 0.26,3.87 ± 0.06,10.43 ± 0.31,2.73 ± 0.10,99.98 ± 0.01,99.98 ± 0.02,5.1624 ± 0.0212,62.11 ± 0.69,97.27 ± 0.03
