method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,beta,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
ClassBalance,5,0.001,0.1%,137,137272,2.96%,97.04%,0.001,0.1,0.0,0.9999,0.21 ± 0.02,0.03 ± 0.02,0.01 ± 0.01,0.17 ± 0.05,0.04 ± 0.02,0.07 ± 0.09,0.01 ± 0.02,0.17 ± 0.05,0.04 ± 0.02,26.27 ± 4.17,26.20 ± 4.18,1.0070 ± 0.0292,99.89 ± 0.06,97.35 ± 0.89
