method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,final_epochs,resample_head_fraction,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
BBN,5,0.2,20.0%,741,2965,60.38%,39.62%,0.001,0.1,0.0,40,0.2,12.70 ± 0.19,3.03 ± 0.08,1.39 ± 0.05,11.01 ± 0.44,3.08 ± 0.12,12.02 ± 0.39,3.51 ± 0.07,9.48 ± 0.68,2.41 ± 0.22,100.00 ± 0.00,100.00 ± 0.00,5.1805 ± 0.0376,62.06 ± 0.85,97.15 ± 0.21
