method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,alpha_max,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
BBN,5,0.2,20.0%,741,2965,60.22%,39.78%,0.001,0.1,0.0,0.25,13.32 ± 0.22,3.10 ± 0.18,1.46 ± 0.07,11.63 ± 0.24,3.27 ± 0.08,12.34 ± 0.44,3.65 ± 0.10,10.55 ± 0.29,2.70 ± 0.11,100.00 ± 0.00,100.00 ± 0.00,5.1300 ± 0.0238,63.71 ± 0.70,97.42 ± 0.07
