method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
BBN,5,0.001,0.1%,137,137272,2.96%,97.04%,0.001,0.1,0.0,0.32 ± 0.02,0.05 ± 0.01,0.02 ± 0.01,0.18 ± 0.02,0.05 ± 0.00,0.33 ± 0.20,0.07 ± 0.04,0.18 ± 0.03,0.05 ± 0.00,75.70 ± 9.85,75.68 ± 9.86,1.0314 ± 0.0259,99.73 ± 0.04,99.84 ± 0.11
