method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,gamma,final_epochs,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
UDN,5,0.2,20.0%,741,2965,60.22%,39.78%,0.001,0.1,0.0,3.0,40,13.26 +/- 0.20,3.17 +/- 0.19,1.46 +/- 0.08,11.52 +/- 0.32,3.24 +/- 0.11,12.72 +/- 0.35,3.76 +/- 0.13,9.70 +/- 0.39,2.46 +/- 0.12,99.99 +/- 0.01,99.99 +/- 0.02,5.1685 +/- 0.0222,61.84 +/- 0.61,97.26 +/- 0.04
