method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,gamma_0,gamma_1,n_experts,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
CDN-Adaptive,5,0.001,0.1%,137,137272,2.96%,97.04%,0.001,0.1,0.0,1.5,1.0,2,0.65 ± 0.09,0.09 ± 0.03,0.04 ± 0.01,0.35 ± 0.08,0.10 ± 0.02,2.31 ± 1.37,0.66 ± 0.40,0.29 ± 0.06,0.08 ± 0.01,43.15 ± 13.27,43.10 ± 13.28,1.7144 ± 0.3903,96.99 ± 2.06,99.32 ± 0.39
