method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,gamma,n_experts,final_epochs,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
CDN,5,0.2,20.0%,741,2965,60.38%,39.62%,0.001,0.1,0.0,10.0,2,40,14.30 ± 0.44,3.58 ± 0.20,1.73 ± 0.12,12.59 ± 0.53,3.65 ± 0.20,13.69 ± 0.59,4.13 ± 0.24,10.91 ± 0.76,2.92 ± 0.22,99.97 ± 0.03,99.97 ± 0.03,5.4061 ± 0.1726,58.62 ± 2.28,97.08 ± 0.17
