method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,gamma,n_experts,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
CDN,5,0.001,0.1%,137,137272,2.96%,97.04%,0.001,0.1,0.0,2.0,2,0.60 ± 0.09,0.09 ± 0.02,0.04 ± 0.01,0.35 ± 0.07,0.09 ± 0.02,1.67 ± 0.84,0.49 ± 0.22,0.31 ± 0.05,0.08 ± 0.02,41.33 ± 6.78,41.28 ± 6.79,1.7374 ± 0.3350,97.60 ± 1.21,99.33 ± 0.24
