method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,cb_beta,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
ClassBalance,5,0.2,20.0%,741,2965,60.38%,39.62%,0.01,0.7,0.1,0.9999,2.69 ± 0.55,0.49 ± 0.25,0.22 ± 0.15,2.48 ± 0.52,0.64 ± 0.18,3.16 ± 0.76,0.85 ± 0.25,1.45 ± 0.33,0.31 ± 0.08,3.05 ± 0.25,2.89 ± 0.17,4.8117 ± 0.2920,72.68 ± 6.74,10.62 ± 2.75
