method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,final_epochs,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
NDP,5,0.001,0.1%,137,137272,2.96%,97.04%,0.001,0.1,0.0,40,0.37 ± 0.06,0.04 ± 0.01,0.02 ± 0.01,0.21 ± 0.04,0.05 ± 0.01,0.57 ± 0.45,0.19 ± 0.15,0.20 ± 0.04,0.05 ± 0.01,79.56 ± 5.34,79.54 ± 5.34,1.0744 ± 0.0466,99.63 ± 0.15,99.88 ± 0.04
