method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,n_experts,final_epochs,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
IDN,5,0.2,20.0%,741,2965,60.22%,39.78%,0.001,0.1,0.0,2,40,14.76 +/- 0.32,3.78 +/- 0.38,1.81 +/- 0.16,12.70 +/- 0.45,3.71 +/- 0.16,13.90 +/- 0.51,4.28 +/- 0.20,10.87 +/- 0.39,2.86 +/- 0.12,99.96 +/- 0.04,99.95 +/- 0.05,5.3620 +/- 0.0640,59.13 +/- 0.85,97.18 +/- 0.06
