method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,gamma_0,gamma_1,n_experts,final_epochs,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
CDN-Adaptive,5,0.2,20.0%,741,2965,60.38%,39.62%,0.001,0.1,0.0,10.0,3.0,2,40,13.61 ± 0.15,3.17 ± 0.16,1.53 ± 0.07,11.99 ± 0.10,3.40 ± 0.07,13.47 ± 0.34,4.00 ± 0.12,9.74 ± 0.47,2.49 ± 0.17,99.88 ± 0.12,99.85 ± 0.16,5.5823 ± 0.2092,56.09 ± 3.02,96.81 ± 0.18
