trial,status,error,method,lr,dropout,weight_decay,logq_weight,tune_epochs,val_subset_size,val_full_size,final_train_loss,val_HR@50,val_overall_HR@10,val_overall_NDCG@10,val_overall_HR@50,val_overall_NDCG@50,val_head_HR@10,val_head_NDCG@10,val_head_HR@50,val_head_NDCG@50,val_tail_HR@10,val_tail_NDCG@10,val_tail_HR@50,val_tail_NDCG@50,val_CatalogCoverage@10,val_TailCoverage@10,val_AvgPopularity@10,val_TailRatio@10,val_Personalization@10,val_CatalogCoverage@50,val_TailCoverage@50,val_AvgPopularity@50,val_TailRatio@50,val_Personalization@50,val_count_overall,val_count_head,val_count_tail
237,ok,,LogQ,0.0001,0.9,0.01,10.0,3,7102,7102,25.46928073597603,0.5773021684032666,0.07040270346381301,0.032481658506390974,0.5773021684032666,0.138500097522319,0.05012531328320802,0.016940291567730064,0.8020050125313283,0.1738267257097533,0.09640102827763496,0.05240776843095943,0.28920308483290486,0.09320663786040936,0.06335797254487857,0.03017046311660884,3.1164625154852406,49.807096592509154,3.1020662524239406,0.41936943732086285,0.3356464021722733,2.984872081409366,57.92086736130667,13.426848824961922,7102,3990,3112
73,ok,,LogQ,0.01,0.3,0.0,0.1,3,7102,7102,8.093451882706207,0.5632216277105041,0.15488594762038863,0.06099556169305416,0.5632216277105041,0.14699723653493055,0.20050125313283207,0.07360814903414845,0.7518796992481203,0.19162289121939063,0.09640102827763496,0.044824538720378664,0.3213367609254499,0.08978118184630722,20.54608538241062,19.58063056267914,2.8921690769890724,66.47986482680935,97.69339169549896,50.38769045104843,49.238195806305626,2.8647425718083133,67.4077724584624,96.92554136317956,7102,3990,3112
1,ok,,LogQ,0.1,0.1,0.0,0.1,3,7102,7102,8.05851191566104,0.5632216277105041,0.15488594762038863,0.06959574650317,0.5632216277105041,0.15466901418587645,0.15037593984962408,0.06145662658019541,0.6766917293233082,0.1725124517311006,0.16066838046272494,0.08003118625017148,0.4177377892030848,0.13179134201189044,39.45391461758938,34.986423291597525,2.834691228141737,66.91495353421571,99.7194052217807,65.84401870568713,61.5062603710967,2.815476939683747,68.0729372007885,99.34734907300232,7102,3990,3112
236,ok,,LogQ,0.0001,0.9,0.01,1.0,3,7102,7102,8.897679808999406,0.5350605463249789,0.028161081385525203,0.028161081385525203,0.5350605463249789,0.13439160263414093,0.05012531328320802,0.05012531328320802,0.9523809523809524,0.2392103162675862,0.0,0.0,0.0,0.0,0.06637501885653944,0.03771307889576105,3.1129031627407513,60.715291467192344,1.7529953916319618,0.24739779755619246,0.1734801629205008,3.3942129060897157,52.94029850746269,1.9186917680610427,7102,3990,3112
98,ok,,LogQ,0.01,0.7,0.0,1.0,3,7102,7102,8.512807456814514,0.5209800056322162,0.15488594762038863,0.08073178056123523,0.5209800056322162,0.15619347135022846,0.2756892230576441,0.14369852269320615,0.9273182957393483,0.2780165497567224,0.0,0.0,0.0,0.0,0.04525569467491326,0.0,4.180561680032207,0.0,1.8456949614348739,0.19912505656961835,0.003771307889576105,4.162164547890443,1.9985919459307235,2.057635315463402,7102,3990,3112
225,ok,,LogQ,0.0001,0.7,0.01,10.0,3,7102,7102,25.461408848665197,0.47873838355392845,0.28161081385525205,0.21519145994433592,0.47873838355392845,0.25992949629820744,0.4761904761904762,0.3751236242722057,0.8270676691729323,0.4547550864740092,0.032133676092544985,0.010137046169207223,0.032133676092544985,0.010137046169207223,0.05430683360989592,0.018856539447880526,3.695604411673926,39.95212616164461,4.543281868867877,0.2051591491929401,0.11313923668728315,3.5636419405833437,42.15094339622642,2.0485937087247996,7102,3990,3112
205,ok,,LogQ,0.0001,0.5,0.0,0.1,3,7102,7102,8.324752762204124,0.47873838355392845,0.25344973246972685,0.07629597186639907,0.47873838355392845,0.12396678995021455,0.4511278195488722,0.13580300556269828,0.8270676691729323,0.21611726379659651,0.0,0.0,0.032133676092544985,0.00581756416388304,0.06939206516820033,0.05279831045406547,3.4241852379420994,59.836665727963954,2.9332508607451735,0.30773872378941014,0.26776286015990347,2.906204942491043,66.27175443537033,1.8468457546465977,7102,3990,3112
181,ok,,LogQ,0.0001,0.1,0.0,0.1,3,7102,7102,8.25470596105874,0.47873838355392845,0.09856378484933823,0.04706539425822438,0.47873838355392845,0.12810514492612693,0.15037593984962408,0.07541982373147274,0.7268170426065164,0.19883281247253942,0.032133676092544985,0.010711225364181662,0.16066838046272494,0.0374228205333937,51.58545783677779,47.98235027907678,2.8756128026081167,65.978597578147,99.84078856421355,83.88293860310756,82.04480313772817,2.8657332337553076,66.30357645733596,99.41049033395966,7102,3990,3112
189,ok,,LogQ,0.0001,0.1,0.01,10.0,3,7102,7102,24.436193440236202,0.46465784286116585,0.09856378484933823,0.03581227977195162,0.46465784286116585,0.10806412874177693,0.15037593984962408,0.056199451472181035,0.7017543859649122,0.1652530354203558,0.032133676092544985,0.009673200374806594,0.16066838046272494,0.034740305590257155,0.0573238799215568,0.026399155227032733,3.1840209022244577,49.80146437623205,1.44853051781213,0.23532961230954894,0.1282244682455876,3.4063727526394696,44.44550830751901,4.410411930272984,7102,3990,3112
218,ok,,LogQ,0.0001,0.7,0.0,1.0,3,7102,7102,8.894980346264482,0.45057730216840325,0.16896648831315123,0.12407686116717227,0.45057730216840325,0.18598806320556427,0.2506265664160401,0.20356887618173486,0.5764411027568922,0.2741894639186208,0.06426735218508997,0.022157471736547415,0.28920308483290486,0.07290207707282145,0.0573238799215568,0.026399155227032733,3.571204837893825,41.56294001689665,3.0752043641466997,0.2413637049328707,0.15839493136219643,3.1721771050483585,54.779217121937485,1.8134970221470703,7102,3990,3112
239,ok,,LogQ,0.0001,0.9,0.001,1.0,3,7102,7102,8.900341442653112,0.43649676147564065,0.07040270346381301,0.028422842845941848,0.43649676147564065,0.11449683699416953,0.12531328320802004,0.05059123556187443,0.7017543859649122,0.1883409029208604,0.0,0.0,0.09640102827763496,0.019818873289961122,0.09654548197314829,0.041484386785337155,3.9777338193724354,1.7769642354266404,8.78905525778414,0.41635239100920196,0.3017046311660884,3.190897767311921,55.26105322444382,11.73584168023265,7102,3990,3112
75,ok,,LogQ,0.01,0.3,0.0,10.0,3,7102,7102,23.934438082636618,0.43649676147564065,0.09856378484933823,0.05238833219233847,0.43649676147564065,0.12217617410673859,0.07518796992481204,0.05766992470335792,0.6265664160401002,0.170642294492988,0.12853470437017994,0.04561662457056225,0.1928020565552699,0.06003612900997282,0.05128978729823502,0.03771307889576105,3.1811477036172517,45.31681216558716,9.801980523921438,0.23834665862120982,0.1508523155830442,3.3530631109148827,48.79386088425795,5.283332086092085,7102,3990,3112
81,ok,,LogQ,0.01,0.3,0.01,10.0,3,7102,7102,25.01280487475752,0.43649676147564065,0.12672486623486343,0.0714311578298049,0.43649676147564065,0.13432174210649572,0.2255639097744361,0.12714388042788832,0.7769423558897243,0.23908596803015858,0.0,0.0,0.0,0.0,0.05430683360989592,0.01508523155830442,4.425954387531599,10.132357082511968,3.635480202355268,0.21722733443958367,0.12068185246643535,3.6037457930777723,34.35820895522388,1.9658040159264534,7102,3990,3112
133,ok,,LogQ,0.001,0.3,0.0,0.1,3,7102,7102,8.15437583534085,0.43649676147564065,0.09856378484933823,0.04306568390774842,0.43649676147564065,0.11609279811394843,0.12531328320802004,0.05905281170696797,0.4260651629072682,0.12728966308523357,0.06426735218508997,0.022568048972373727,0.4498714652956298,0.1017369204676028,16.48212400060341,13.75773118117363,2.931347057536273,62.350042241622084,98.9093511803443,36.913561623170914,32.45587569769196,2.9255564878578713,62.50014080540692,98.20459586786001,7102,3990,3112
155,ok,,LogQ,0.001,0.5,0.001,1.0,3,7102,7102,8.587671532922862,0.40833568009011545,0.12672486623486343,0.05526612189688017,0.40833568009011545,0.11757484826122379,0.2255639097744361,0.09837092674477267,0.7268170426065164,0.20927733642887503,0.0,0.0,0.0,0.0,0.04827274098657414,0.0,4.148315200201754,0.0,1.8211062645180243,0.1900739176346357,0.0,4.128346750616304,0.0,1.6846856739887506,7102,3990,3112
206,ok,,LogQ,0.0001,0.5,0.0,1.0,3,7102,7102,8.706270393060178,0.40833568009011545,0.08448324415657561,0.030505324551644133,0.40833568009011545,0.09831765046687832,0.15037593984962408,0.0542979486129766,0.7268170426065164,0.17500048962801246,0.0,0.0,0.0,0.0,0.41635239100920196,0.0,3.690663525605954,0.0,30.515614290505532,1.2731935435208932,0.0,3.791808033169567,0.0,26.757361687786684,7102,3990,3112
186,ok,,LogQ,0.0001,0.1,0.1,10.0,3,7102,7102,24.858936128162203,0.3942551393973529,0.042241622078287806,0.01410136863607339,0.3942551393973529,0.1002844705806283,0.02506265664160401,0.007244732489170122,0.4260651629072682,0.1114691290871024,0.06426735218508997,0.022892492744731503,0.35347043701799485,0.08594424325388289,0.04827274098657414,0.03771307889576105,2.8296557897065093,69.65643480709659,1.3100443054196775,0.1870568713229748,0.1508523155830442,2.875273751568465,70.25880033793298,1.2072957386664362,7102,3990,3112
207,ok,,LogQ,0.0001,0.5,0.0,10.0,3,7102,7102,25.17793404974905,0.3942551393973529,0.07040270346381301,0.022459873545606215,0.3942551393973529,0.09295478952820144,0.10025062656641603,0.03104995067922133,0.6516290726817042,0.15026170338809133,0.032133676092544985,0.011446246372365751,0.06426735218508997,0.019479665395501996,6.441393875395987,3.5902851108764517,3.606574730268642,36.213742607716135,90.1911154306506,17.00407301252074,10.812339719414693,3.6572935810821297,34.08617290903971,84.20819918549792,7102,3990,3112
184,ok,,LogQ,0.0001,0.1,0.1,0.1,3,7102,7102,8.30628134279835,0.36609405801182765,0.12672486623486343,0.05529112693606665,0.36609405801182765,0.10322947400820026,0.15037593984962408,0.07461021627108798,0.5263157894736842,0.14961976667979496,0.09640102827763496,0.03052147190819547,0.16066838046272494,0.0437509175301595,0.31980690903605374,0.19610801025795746,3.0517767429637175,54.0749084764855,49.75933320143112,1.113290089002866,0.8183738120380148,2.794000962025536,66.01041960011264,48.37789014449796,7102,3990,3112
234,ok,,LogQ,0.0001,0.9,0.1,10.0,3,7102,7102,25.46997628244413,0.35201351731906505,0.0,0.0,0.35201351731906505,0.075625554013861,0.0,0.0,0.5012531328320802,0.10861171078025168,0.0,0.0,0.16066838046272494,0.03333289157880354,0.06335797254487857,0.06034092623321768,2.5323547731799514,80.06899464939453,0.3970883004368986,0.21421028812792275,0.1734801629205008,2.766799923392183,70.28893269501549,1.270060487432989,7102,3990,3112
60,ok,,LogQ,0.1,0.9,0.001,10.0,3,7102,7102,25.474490418726084,0.35201351731906505,0.0,0.0,0.35201351731906505,0.0724050057566721,0.0,0.0,0.5263157894736842,0.11023587934246855,0.0,0.0,0.12853470437017994,0.023900768736322527,0.03620455573993061,0.033941771006184944,2.4629756412066635,70.11546043368065,0.3764776884007448,0.17498868607633128,0.12445316035601145,3.0199703529112667,56.45170374542382,1.245884708667644,7102,3990,3112
240,ok,,LogQ,0.0001,0.9,0.001,10.0,3,7102,7102,25.471377444105084,0.35201351731906505,0.09856378484933823,0.03709481051292025,0.35201351731906505,0.09109554065809798,0.17543859649122806,0.0660269033239999,0.5513784461152882,0.14715159923970414,0.0,0.0,0.09640102827763496,0.019224180201604206,0.1840398250113139,0.0867400814602504,3.648835049778175,45.539284708532804,20.95714165777437,0.7421933926685774,0.38844471262633884,3.404131216229155,49.03069557871022,19.50861288491025,7102,3990,3112
25,ok,,LogQ,0.1,0.5,0.0,0.1,3,7102,7102,8.183750185025792,0.35201351731906505,0.08448324415657561,0.03488746067001994,0.35201351731906505,0.08751253788239069,0.10025062656641603,0.03793093658847182,0.3508771929824561,0.08894619018074187,0.06426735218508997,0.030985317702596108,0.35347043701799485,0.08567440399086718,1.4089606275456328,1.0295670538542767,2.8542880901093404,66.9867642917488,86.17726942683336,5.310001508523156,4.057927289183889,2.869556861859231,67.49225570261898,85.52927457633356,7102,3990,3112
216,ok,,LogQ,0.0001,0.5,0.001,10.0,3,7102,7102,25.093325841994513,0.33793297662630245,0.042241622078287806,0.02296437276220019,0.33793297662630245,0.0803357921039764,0.02506265664160401,0.012531328320802004,0.4511278195488722,0.09550393604758516,0.06426735218508997,0.03634093038468694,0.1928020565552699,0.060888203950056466,0.23532961230954894,0.13576708402473978,3.0368863205315364,63.635595606871306,20.18937444843284,0.9322673103032132,0.4374717151908282,3.376548127984631,45.327794987327515,19.522904881575343,7102,3990,3112
220,ok,,LogQ,0.0001,0.7,0.1,0.1,3,7102,7102,8.32459628176527,0.33793297662630245,0.056322162771050406,0.03209859290268817,0.33793297662630245,0.09191384147531148,0.07518796992481204,0.04743832733619981,0.4260651629072682,0.1200696933435763,0.032133676092544985,0.012431002803166506,0.2249357326478149,0.05581427561593599,0.03620455573993061,0.03771307889576105,2.5446194522300303,90.31822021965642,0.865560837592505,0.1689545934530095,0.17725147081007694,2.6318082953074042,82.37257110673049,0.8579734863874755,7102,3990,3112
187,ok,,LogQ,0.0001,0.1,0.01,0.1,3,7102,7102,8.193270196720045,0.33793297662630245,0.15488594762038863,0.06995097929676562,0.33793297662630245,0.10809904986309753,0.12531328320802004,0.05037818049802542,0.4511278195488722,0.11827983392210793,0.1928020565552699,0.09504592377201415,0.1928020565552699,0.09504592377201415,14.324935887765877,11.679740534017197,2.9879229491349166,61.49253731343284,96.51460198271303,36.174385276814,31.94297782470961,2.971231173362718,61.96958603210363,93.72238638613773,7102,3990,3112
69,ok,,LogQ,0.01,0.1,0.01,10.0,3,7102,7102,25.00751343551947,0.32385243593353985,0.042241622078287806,0.01412767783278304,0.32385243593353985,0.07456049112808233,0.02506265664160401,0.007544611420149904,0.4761904761904762,0.10462766617449813,0.06426735218508997,0.022568048972373727,0.12853470437017994,0.036010353456103227,0.042238648363252376,0.026399155227032733,3.0193760007287636,49.93945367502112,0.7106336457464502,0.20214210288127923,0.13576708402473978,2.999010535589069,62.03829907068431,0.979909501444165,7102,3990,3112
157,ok,,LogQ,0.001,0.7,0.0,0.1,3,7102,7102,8.324627422151112,0.30977189524077725,0.014080540692762602,0.008883832069437589,0.30977189524077725,0.07693723948154507,0.0,0.0,0.5012531328320802,0.11661959067045567,0.032133676092544985,0.020274092338414446,0.06426735218508997,0.026059160675711766,0.03620455573993061,0.03771307889576105,2.4266966032060844,90.42804843705999,1.0314589934640184,0.1689545934530095,0.17725147081007694,2.5641713936698864,86.00450577302169,0.9554846710084886,7102,3990,3112
130,ok,,LogQ,0.001,0.1,0.001,0.1,3,7102,7102,8.151066663313886,0.28161081385525205,0.028161081385525203,0.018774054257016802,0.28161081385525205,0.07401002020221104,0.02506265664160401,0.00835421888053467,0.37593984962406013,0.08371543969311322,0.032133676092544985,0.032133676092544985,0.16066838046272494,0.06156637503232039,10.641122341227938,10.759541408960628,2.664681064961293,74.34666291185582,97.2219257793503,28.508070598883695,29.91024287222809,2.5813072878090018,79.69754998591945,96.2633989501203,7102,3990,3112
132,ok,,LogQ,0.001,0.1,0.001,10.0,3,7102,7102,24.025265881804383,0.26753027316248945,0.08448324415657561,0.042241622078287806,0.26753027316248945,0.08176617134609124,0.15037593984962408,0.07518796992481204,0.4260651629072682,0.13576730439127388,0.0,0.0,0.06426735218508997,0.012529500121708632,0.03922160205159149,0.026399155227032733,3.162796726582625,50.61813573641227,1.318900709721904,0.17800573238799217,0.1282244682455876,3.187663814253671,56.60518163897493,1.4557071717085535,7102,3990,3112
165,ok,,LogQ,0.001,0.7,0.01,10.0,3,7102,7102,25.466136244689526,0.26753027316248945,0.26753027316248945,0.10411189930012872,0.26753027316248945,0.10411189930012872,0.37593984962406013,0.14653172579842044,0.37593984962406013,0.14653172579842044,0.12853470437017994,0.04972401121266602,0.12853470437017994,0.04972401121266602,0.3741137426459496,0.3356464021722733,2.374486693332011,78.69050971557307,45.36708530745448,0.38618192789259315,0.3469603258410016,2.584706571087245,73.36665727963954,40.832043400346876,7102,3990,3112
38,ok,,LogQ,0.1,0.7,0.0,1.0,3,7102,7102,8.491161352923127,0.25344973246972685,0.042241622078287806,0.014576263885905516,0.25344973246972685,0.05850864822960955,0.07518796992481204,0.02594501907711804,0.4511278195488722,0.10414246108438271,0.0,0.0,0.0,0.0,0.03922160205159149,0.0,3.861787658534412,0.0,1.2728305130809359,0.1840398250113139,0.0,3.8612281235141523,0.0,1.2112031531527845,7102,3990,3112
48,ok,,LogQ,0.1,0.7,0.001,10.0,3,7102,7102,25.47383822227011,0.23936919177696422,0.042241622078287806,0.026651496208312767,0.23936919177696422,0.06493568729496806,0.07518796992481204,0.04743832733619981,0.37593984962406013,0.10478836976479296,0.0,0.0,0.06426735218508997,0.013839221017782554,0.04827274098657414,0.033941771006184944,3.08821925223392,60.50126724866235,1.2081849483084994,0.19912505656961835,0.15839493136219643,2.8835095100743633,62.07321881160237,0.8867336401507053,7102,3990,3112
180,ok,,LogQ,0.001,0.9,0.001,10.0,3,7102,7102,25.467880703154066,0.23936919177696422,0.08448324415657561,0.055160868320384276,0.23936919177696422,0.08554650023589236,0.07518796992481204,0.022995610729666445,0.2255639097744361,0.052739760779591166,0.09640102827763496,0.09640102827763496,0.2570694087403599,0.12760912569561017,0.03922160205159149,0.018856539447880526,3.361916855066633,29.991551675584343,1.0749660994276988,0.2413637049328707,0.16593754714134862,2.926380013179796,54.3027316248944,1.8755924247206623,7102,3990,3112
219,ok,,LogQ,0.0001,0.7,0.0,10.0,3,7102,7102,25.466854886943793,0.22528865108420162,0.042241622078287806,0.018401117813628375,0.22528865108420162,0.055291803434462244,0.07518796992481204,0.032753067346463334,0.3508771929824561,0.08755852154712045,0.0,0.0,0.06426735218508997,0.013921557525237863,0.1327500377130789,0.08296877357067431,3.311202927793,63.21317938608843,27.089133649573437,0.5581535676572635,0.395987328405491,3.241249327893282,52.2441565756125,19.004018575606086,7102,3990,3112
230,ok,,LogQ,0.0001,0.9,0.0,1.0,3,7102,7102,8.903590902990224,0.22528865108420162,0.028161081385525203,0.01592410241581889,0.22528865108420162,0.05595183149061634,0.02506265664160401,0.01581277577873327,0.30075187969924816,0.07241501277452118,0.032133676092544985,0.016066838046272493,0.12853470437017994,0.03484383235090542,5.4608538241062,5.389198974204254,2.630650447011533,76.46860039425513,90.33499353238986,15.49253281037864,15.285110876451954,2.6048137521283063,78.21261616446071,87.66387201345705,7102,3990,3112
120,ok,,LogQ,0.01,0.9,0.001,10.0,3,7102,7102,25.466179503875527,0.22528865108420162,0.14080540692762603,0.044462665528097495,0.22528865108420162,0.06107437032550973,0.17543859649122806,0.054078659293370517,0.2756892230576441,0.07431857450275409,0.09640102827763496,0.032133676092544985,0.16066838046272494,0.044093530136819215,0.04525569467491326,0.049027002564489365,2.4805800666387054,80.13798929878907,0.46491442953426887,0.19912505656961835,0.18856539447880524,2.5678579268256976,79.11658687693608,4.232503535205179,7102,3990,3112
87,ok,,LogQ,0.01,0.5,0.0,10.0,3,7102,7102,24.08483161407263,0.22528865108420162,0.014080540692762602,0.004070189049815374,0.22528865108420162,0.04513161836920318,0.0,0.0,0.2756892230576441,0.05356942674071124,0.032133676092544985,0.009288715498646783,0.16066838046272494,0.03431322010367713,0.03922160205159149,0.04525569467491326,2.7526733050336434,90.16192621796677,0.7585277096355703,0.1840398250113139,0.18479408658922913,2.8125154371849574,84.2044494508589,2.092096452318448,7102,3990,3112
170,ok,,LogQ,0.001,0.9,0.0,1.0,3,7102,7102,8.898866757243669,0.21120811039143902,0.028161081385525203,0.008140378099630748,0.21120811039143902,0.04496170269072611,0.05012531328320802,0.014489464978340244,0.2255639097744361,0.05125777703088599,0.0,0.0,0.1928020565552699,0.03688929375202497,0.03922160205159149,0.03017046311660884,2.8547693583465525,60.523796113770764,1.1363843035422705,0.1689545934530095,0.1470810076934681,2.7625713264031635,66.4210081667136,0.9224823900045309,7102,3990,3112
72,ok,,LogQ,0.01,0.1,0.001,10.0,3,7102,7102,23.89189406154918,0.19712756969867645,0.042241622078287806,0.022761121831170232,0.19712756969867645,0.053866578028632914,0.02506265664160401,0.007906387889366635,0.2255639097744361,0.047836483520018125,0.06426735218508997,0.04180687646735158,0.16066838046272494,0.06159796526814867,0.03922160205159149,0.03771307889576105,2.800769644896044,80.11686848774993,0.5161925028229541,0.16593754714134862,0.1546236234726203,2.731315063420499,74.72261334835257,1.5394377880626586,7102,3990,3112
171,ok,,LogQ,0.001,0.9,0.0,10.0,3,7102,7102,25.47157102052857,0.19712756969867645,0.0,0.0,0.19712756969867645,0.04144467486548482,0.0,0.0,0.17543859649122806,0.037061705081559974,0.0,0.0,0.2249357326478149,0.047064228026750914,0.09956252828480917,0.09805400512897873,2.4641750257058406,84.85356237679527,21.503967516047872,0.4284205762558455,0.3846734047367627,2.540197055556281,79.03632779498733,16.94151683809393,7102,3990,3112
169,ok,,LogQ,0.001,0.9,0.0,0.1,3,7102,7102,8.328711418878465,0.19712756969867645,0.042241622078287806,0.016126049189325684,0.19712756969867645,0.048685637816189946,0.02506265664160401,0.008927498423759955,0.2756892230576441,0.0609819613539169,0.06426735218508997,0.02535555354491928,0.09640102827763496,0.03292010731634081,0.04525569467491326,0.041484386785337155,2.68194178763682,70.12813292030414,0.9311022745357667,0.21421028812792275,0.18479408658922913,2.676653754365561,70.085609687412,3.1282472937145256,7102,3990,3112
27,ok,,LogQ,0.1,0.5,0.0,10.0,3,7102,7102,24.052185798177913,0.19712756969867645,0.0,0.0,0.19712756969867645,0.03983040929439799,0.0,0.0,0.15037593984962408,0.028504921254107075,0.0,0.0,0.2570694087403599,0.054351198909038306,0.03922160205159149,0.04525569467491326,2.549353083179869,96.19121374260772,6.694339955767936,0.1840398250113139,0.1508523155830442,2.9409789317370354,69.15038017459871,4.929831714437993,7102,3990,3112
179,ok,,LogQ,0.001,0.9,0.001,1.0,3,7102,7102,8.894996960957846,0.18304702900591382,0.042241622078287806,0.013924426901753086,0.18304702900591382,0.04414473782045745,0.07518796992481204,0.024784781918859754,0.20050125313283207,0.05248539577557822,0.0,0.0,0.16066838046272494,0.033450899375427924,0.04525569467491326,0.03017046311660884,3.1640461166112934,59.99859194593073,1.6237284534117213,0.3017046311660884,0.2413637049328707,2.830701422027574,69.77245846240496,1.0314435268794053,7102,3990,3112
238,ok,,LogQ,0.0001,0.9,0.001,0.1,3,7102,7102,8.332212519483502,0.18304702900591382,0.042241622078287806,0.013947768461072046,0.18304702900591382,0.04330700975591425,0.07518796992481204,0.024826328724444527,0.3258145363408521,0.077084306588096,0.0,0.0,0.0,0.0,0.42238648363252373,0.26776286015990347,2.9331274463757837,49.5550549141087,29.745299060492226,1.644290239855182,1.1992759088852014,2.9041971063570458,59.275696986764295,33.1000712216393,7102,3990,3112
213,ok,,LogQ,0.0001,0.5,0.01,10.0,3,7102,7102,24.92996632322973,0.18304702900591382,0.0,0.0,0.18304702900591382,0.03644182891341934,0.0,0.0,0.2756892230576441,0.05509643554235174,0.0,0.0,0.06426735218508997,0.012524129540205894,0.4073012520742193,0.324332478503545,3.0726458117275453,58.88622923120248,82.8421994736523,0.5430683360989591,0.42238648363252373,3.019602972487254,61.55927907631653,48.197670883055935,7102,3990,3112
51,ok,,LogQ,0.1,0.9,0.0,10.0,3,7102,7102,25.468303044637043,0.18304702900591382,0.056322162771050406,0.03967233688127196,0.18304702900591382,0.06886502611156227,0.0,0.0,0.05012531328320802,0.012049925619880445,0.12853470437017994,0.09053757600603903,0.35347043701799485,0.14170957976252965,0.03922160205159149,0.03771307889576105,2.6665683151514576,78.55956068713039,2.7951632103410673,0.17498868607633128,0.19233670236838135,2.34749634117857,88.05829343846804,1.330991057894959,7102,3990,3112
111,ok,,LogQ,0.01,0.9,0.0,10.0,3,7102,7102,25.465526425108617,0.18304702900591382,0.07040270346381301,0.02703292012496591,0.18304702900591382,0.05179114156001102,0.12531328320802004,0.048117242788849095,0.20050125313283207,0.06596034858372515,0.0,0.0,0.16066838046272494,0.03362432407138013,0.06335797254487857,0.05279831045406547,2.700723234308215,69.85497043086455,11.83932590120319,0.2443807512445316,0.2413637049328707,2.5830596996105655,78.99127006477049,7.888560323110438,7102,3990,3112
63,ok,,LogQ,0.01,0.1,0.0,10.0,3,7102,7102,23.812750148124437,0.18304702900591382,0.07040270346381301,0.03524848887192695,0.18304702900591382,0.05814906253900217,0.05012531328320802,0.02043771621016864,0.12531328320802004,0.03393428054735052,0.09640102827763496,0.05423787927051808,0.2570694087403599,0.08919564998973806,0.1719716397646704,0.18102277869965305,2.723187479840446,81.09405801182766,19.110149486126694,0.6999547443053251,0.7203198069090361,2.618533905384701,83.13770768797522,11.699025180829171,7102,3990,3112
229,ok,,LogQ,0.0001,0.9,0.0,0.1,3,7102,7102,8.333072350949656,0.18304702900591382,0.07040270346381301,0.029309198207753608,0.18304702900591382,0.05241434847838179,0.02506265664160401,0.012531328320802004,0.15037593984962408,0.03856029261140399,0.12853470437017994,0.050820670202913275,0.2249357326478149,0.07017710005590155,4.839342283904058,4.7367627093075875,2.436088309729504,84.91270064770488,84.26653430442863,13.917634635691659,13.746417257504904,2.5116007709374615,82.25091523514503,82.74106109733196,7102,3990,3112
232,ok,,LogQ,0.0001,0.9,0.1,0.1,3,7102,7102,8.328060798904522,0.16896648831315123,0.014080540692762602,0.008883832069437589,0.16896648831315123,0.04445123095071893,0.02506265664160401,0.01581277577873327,0.17543859649122806,0.051494590730323815,0.0,0.0,0.16066838046272494,0.035420702184451744,0.042238648363252376,0.02262784733745663,2.94467895442698,50.23373697549985,0.6478182934876342,0.19309096394629657,0.16593754714134862,2.888856402807645,70.23655308363841,0.8506111541597638,7102,3990,3112
36,ok,,LogQ,0.1,0.5,0.001,10.0,3,7102,7102,25.472424383877087,0.16896648831315123,0.014080540692762602,0.014080540692762602,0.16896648831315123,0.044690127943964424,0.0,0.0,0.0,0.0,0.032133676092544985,0.032133676092544985,0.3856041131105398,0.1019888459698057,0.04525569467491326,0.049027002564489365,2.2719173560229002,80.07603491974092,6.793750040401503,0.1689545934530095,0.19610801025795746,2.154968440044319,92.0315404111518,0.2609152545773985,7102,3990,3112
195,ok,,LogQ,0.0001,0.3,0.0,10.0,3,7102,7102,24.59494279355419,0.16896648831315123,0.056322162771050406,0.030578316866991702,0.16896648831315123,0.05386913553585606,0.0,0.0,0.02506265664160401,0.004618767748087874,0.12853470437017994,0.06978380668039046,0.35347043701799485,0.11701469063649715,0.23231256599788808,0.24513501282244682,2.3916492002409897,90.02675302731625,4.953312131421872,0.9745059586664655,1.0107105144063961,2.509660696475524,88.25373134328358,6.23947666471113,7102,3990,3112
84,ok,,LogQ,0.01,0.3,0.001,10.0,3,7102,7102,24.106454991969933,0.15488594762038863,0.056322162771050406,0.021573145883701093,0.15488594762038863,0.042305345824539924,0.0,0.0,0.05012531328320802,0.009646593088006913,0.12853470437017994,0.04923280272045153,0.28920308483290486,0.08417823252722846,0.03620455573993061,0.03771307889576105,2.3895880609767297,99.85497043086454,0.2878073621815247,0.1689545934530095,0.18856539447880524,2.511142684940821,88.04364967614757,0.3367959050511904,7102,3990,3112
109,ok,,LogQ,0.01,0.9,0.0,0.1,3,7102,7102,8.32484666993018,0.15488594762038863,0.042241622078287806,0.015336109423469616,0.15488594762038863,0.0396284376580373,0.07518796992481204,0.027297506046486522,0.15037593984962408,0.04368852858734957,0.0,0.0,0.16066838046272494,0.034422858349568146,0.04525569467491326,0.049027002564489365,2.7536948014753944,80.56744578991834,1.848321901346106,0.1689545934530095,0.18102277869965305,2.5021824603661513,84.95578710222472,2.185638832009529,7102,3990,3112
