trial,status,error,lr,dropout,weight_decay,logq_weight,tune_epochs,val_subset_size,final_train_loss,val_HR@50,val_overall_HR@10,val_overall_NDCG@10,val_overall_HR@50,val_overall_NDCG@50,val_head_HR@10,val_head_NDCG@10,val_head_HR@50,val_head_NDCG@50,val_tail_HR@10,val_tail_NDCG@10,val_tail_HR@50,val_tail_NDCG@50,val_CatalogCoverage@10,val_TailCoverage@10,val_AvgPopularity@10,val_TailRatio@10,val_Personalization@10,val_CatalogCoverage@50,val_TailCoverage@50,val_AvgPopularity@50,val_TailRatio@50,val_Personalization@50
2,ok,,0.001,0.1,0.0,0.5,3,20194,6.741336996214731,0.7675547192235318,0.15846290977518074,0.07718078257379732,0.7675547192235318,0.20509477587058025,0.41884816753926707,0.18652855455875722,3.1413612565445024,0.7607831071238815,0.14553770986017986,0.07175289535275482,0.64972191901866,0.1775110991541759,7.689752180612692,7.604734916827634,2.24395599866147,96.93770426859463,99.43181422968463,17.799030210498042,17.71702291750688,2.273335953033495,96.50648707536892,98.841593763296
3,ok,,0.001,0.1,0.0,1.0,3,20194,7.123607458387102,0.633851639100723,0.18817470535802713,0.08871782516762572,0.633851639100723,0.18052557238020447,1.1518324607329842,0.5769457882141641,4.0837696335078535,1.1760568511285447,0.14033993450803056,0.06448279711474124,0.4626020063412859,0.131108639524824,1.0736955200248808,1.0181627786857987,2.950019612217486,93.58373774388433,96.80558700449153,2.37287416769159,2.2903355904141285,2.978290908480903,92.76973358423294,94.57999515333661
1,ok,,0.001,0.1,0.0,0.1,3,20194,6.545637135846274,0.3813013766465287,0.09903931860948798,0.03841809435734357,0.3813013766465287,0.09750605731106436,0.6282722513089005,0.2356919582667041,2.094240837696335,0.5475282149275752,0.07276885493008993,0.028625665435183415,0.29627319507250893,0.07516751785871406,32.678089260217426,32.6130486156807,1.3274340892152274,98.30197088244033,99.92721593461759,65.64103651554349,65.60746605534446,1.282689312067891,98.68505496682182,99.78117744924204
4,ok,,0.001,0.1,0.0,2.0,3,20194,7.118782784257617,0.04951965930474399,0.019807863721897592,0.010729259516027862,0.04951965930474399,0.017835446278859544,0.0,0.0,0.0,0.0,0.02079110140859712,0.01126184659632344,0.05197775352149281,0.018720775620109653,8.007831827756338,7.988226387326384,0.9456031064150271,99.90492225413489,96.41812025492082,18.090956642209875,18.05806145769212,0.8857279450671905,99.78577795384767,94.53431313642896
5,ok,,0.001,0.1,0.0,5.0,3,20194,6.931472301483154,0.019807863721897592,0.0,0.0,0.019807863721897592,0.004161457719140192,0.0,0.0,0.0,0.0,0.0,0.0,0.02079110140859712,0.004368027297693074,6.064011761878508,6.067231290639836,0.8356080525523004,99.97028820441716,96.91375973661633,15.601453270565615,15.605697183248074,0.8350178015318009,99.96464296325641,94.52974546836262
6,ok,,0.001,0.1,0.0,10.0,3,20194,6.931472301483154,0.019807863721897592,0.0,0.0,0.019807863721897592,0.004161457719140192,0.0,0.0,0.0,0.0,0.0,0.0,0.02079110140859712,0.004368027297693074,6.064011761878508,6.067231290639836,0.8356080525523004,99.97028820441716,96.91375973661633,15.601453270565615,15.605697183248074,0.8350178015318009,99.96464296325641,94.52974546836262
